Year	Month	normalized_best_yield	Authors	Method	source	Publication	Method Note	doi	initial_submission	normalized_technology	include	title	abstract	paper_type	channels	probes	stimulation	indicator	detailed_technology	detailed_yield	areas	free_behavior	normalized_species	is_neuropixels	normalized_chronic	normalized_quotes	date_float	cutting_edge	effective_temporal_resolution_hz	calculated_information_rate
		90000			Mineault			10.1101/2024.02.25.581990	2024-02-27	calcium_imaging	checked	Distinct streams for supervised and unsupervised learning in the visual cortex	Representation learning in neural networks may be implemented with supervised or unsupervised algorithms, distinguished by the availability of feedback. In sensory cortex, perceptual learning drives neural plasticity, but it is not known if this is due to supervised or unsupervised learning. Here we recorded populations of up to 90,000 neurons simultaneously from the primary visual cortex (V1) and higher visual areas (HVA), while mice learned multiple tasks as well as during unrewarded exposure to the same stimuli. Similar to previous studies, we found that neural changes in task mice were correlated with their behavioral learning. However, the neural changes were mostly replicated in mice with unrewarded exposure, suggesting that the changes were in fact due to unsupervised learning. The neural plasticity was concentrated in the medial HVAs and obeyed visual, rather than spatial, learning rules. In task mice only, we found a ramping reward prediction signal in anterior HVAs, potentially involved in supervised learning. Our neural results predict that unsupervised learning may accelerate subsequent task learning, a prediction which we validated with behavioral experiments.	results	unknown	unknown	unknown	GCaMP6s in TetO-GCaMP6s x Emx1-IRES-Cre mice, two-photon	Two-photon mesoscope using GCaMP6s indicator	Recording from 20,547-89,577 neurons per session in 79 recordings across 15 mice	['primary visual cortex (V1)', 'higher visual areas (HVA)']	FALSE	mouse			"Here we recorded populations of up to 90,000 neurons simultaneously from the primary visual cortex (V1) and higher visual areas (HVA), while mice learned multiple tasks as well as during unrewarded exposure to the same stimuli.

Before and after learning, we recorded from large neural populations across many visual areas simultaneously using a two-photon mesoscope [26] (Figure 1e). We ran Suite2p on this data to obtain the activity traces from 20,547-89,577 neurons in each recording [27].

Mice were head-fixed...We used a custom-built 2-photon mesoscope to record neural activity, and ScanImage for data acquisition.

Calcium imaging data was processed using Suite2p [27], available at www.github.com/MouseLand/suite2p. Suite2p performs motion correction, ROI detection, cell classification, neuropil correction, and spike deconvolution as described elsewhere [55].

Mice were acclimatized to running on the ball several sessions before training and imaging.

We performed 79 recordings in 15 mice bred to express GCaMP6s in excitatory neurons: TetO-GCaMP6s (available RRID:IMSR JAX:024742) x Emx1-IRES-Cre (RRID:IMSR JAX:005628) [43]."	2024.155801	2		
		40000			Mineault			10.1101/2024.08.21.609011	2024-08-22	calcium_imaging	checked	ActSort: An active-learning accelerated cell sorting algorithm for large-scale calcium imaging datasets	Recent advances in calcium imaging enable simultaneous recordings of up to a million neurons in behaving animals, producing datasets of unprecedented scales. Although individual neurons and their activity traces can be extracted from these videos with automated algorithms, the results often require human curation to remove false positives, a laborious process called cell sorting. To address this challenge, we introduce ActSort, an active-learning algorithm for sorting large-scale datasets that integrates features engineered by domain experts together with data formats with minimal memory requirements. By strategically bringing outlier cell candidates near the decision boundary up for annotation, ActSort reduces human labor to about 1-3% of cell candidates and improves curation accuracy by mitigating annotator bias. To facilitate the algorithms widespread adoption among experimental neuroscientists, we created a user-friendly software and conducted a first-of-its-kind benchmarking study involving about 160,000 annotations. Our tests validated ActSorts performance across different experimental conditions and datasets from multiple animals. Overall, ActSort addresses a crucial bottleneck in processing large-scale calcium videos of neural activity and thereby facilitates systems neuroscience experiments at previously inaccessible scales.	methods	unknown	unknown	unknown	GCaMP6f	One-photon and two-photon calcium imaging using GCaMP6f	40,000 cells extracted across multiple datasets using EXTRACT; potentially one million could be recorded simultaneously given advances	['neocortex', 'primary visual cortex']	TRUE	mouse		False	"Recent advances in calcium imaging enable simultaneous recordings of up to a million neurons in behaving animals, producing datasets of unprecedented scales.

We tested and validated ActSort. Supported with novel features engineered by expert neuroscientists and a novel query algorithm tailored for cell sorting, ActSort matched human-level accuracies while reducing the required human labor to a negligible fraction of the full samples (down to 3% when training from scratch, and 1% if ActSort is initialized with previously annotated samples).

We curated a total of five mesoscope movies: i) three one-photon Ca2+ imaging movies spanning the half-hemisphere through a 7mm window (Table S1), ii) one Ca2+ imaging movie from previous work ([44]) spanning eight neocortical regions (Table S2), and iii) one two-photon Ca2+ imaging movie capturing layer 2/3 cortical pyramidal neurons in mice primary visual cortex (Table S3).

We extracted an approximate total of 40,000 cells from these movies using the EXTRACT cell extraction algorithm [13].

We then had 6 annotators independently perform cell sorting on these movies, with 4 annotators per movie, totaling up to roughly 160,000 annotations (details in Methods; Appendix B).

To bridge this gap, we curated a total of five mesoscope movies: i) three one-photon Ca2+ imaging movies spanning the half-hemisphere through a 7mm window (Table S1), ii) one Ca2+ imaging movie from previous work ([44]) spanning eight neocortical regions (Table S2), and iii) one two-photon Ca2+ imaging movie capturing layer 2/3 cortical pyramidal neurons in mice primary visual cortex (Table S3).

The full list of resulting 76 features can be found in Appendix A.1. This set includes traditional temporal features (e.g., number of spikes in a trace, signal-to-noise ratio) and spatial features (e.g., mean pixel intensity, circumference), as well as novel spatiotemporal features (e.g., severity of the non-Gaussian noise contamination).

To test ActSort, we processed one of the cortex-wide movies from [44] with less stringent quality parameters in EXTRACT such that the resulting cell extraction output had many false-positives, around 35%, by design (Fig. S9).

To record the two-photon Ca2+ imaging movie, we employed a custom two-photon mesoscope with a multi-foci illumination technique [63]. This system facilitated recordings over an extensive field-of-view (2× 2 mm2) at a frame rate of 30 Hz and a resolution of 2 μm pixels (1024 × 1024 pixels).

Utilizing this equipment, we captured a movie of layer 2/3 cortical pyramidal neurons from the primary visual cortex in live triple transgenic mice from the Allen Institute. The movie was extracted using the EXTRACT pipeline [13].

For the half-hemisphere dataset, we used triple transgenic GCaMP6f-tTA-dCre mice from Allen Institute (Rasgrf2-2A-dCre/CaMK2a-tTA/ Ai93).

A custom wide-field fluorescence macroscope with a field of view covering the full cranial window was used for neural activities imaging. For epifluorescence illumination, we used a LED with spectrum centered 475nm.

We acquired Ca2+ videos of neural activity (50 Hz frame rate, 1, 708 × 1, 708 pixels) on the fluorescence macroscope."	2024.64041	8		
		2626			Mineault			10.1101/703801	2019-07-17	extracellular_electrophysiology	checked	An integrated brain-machine interface platform with thousands of channels	"Brain-machine interfaces (BMIs) hold promise for the restoration of sensory and motor function and the treatment of neurological disorders, but clinical BMIs have not yet been widely adopted, in part because modest channel counts have limited their potential. In this white paper, we describe Neuralinks first steps toward a scalable high-bandwidth BMI system. We have built arrays of small and flexible electrode ""threads"", with as many as 3,072 electrodes per array distributed across 96 threads. We have also built a neurosurgical robot capable of inserting six threads (192 electrodes) per minute. Each thread can be individually inserted into the brain with micron precision for avoidance of surface vasculature and targeting specific brain regions. The electrode array is packaged into a small implantable device that contains custom chips for low-power on-board amplification and digitization: the package for 3,072 channels occupies less than (23 x 18.5 x 2) mm3. A single USB-C cable provides full-bandwidth data streaming from the device, recording from all channels simultaneously. This system has achieved a spiking yield of up to 70% in chronically implanted electrodes. Neuralinks approach to BMI has unprecedented packaging density and scalability in a clinically relevant package."	methods	3072	96	unknown		Flexible polymer probe arrays with 3,072 electrodes for chronic recordings with Neuralink ASIC.	Recorded from up to 3,072 electrodes, with a spiking yield of up to 85.5%, yielding approximately 2,626 neurons.	['cerebral cortex']	TRUE	rat		True	"We describe Neuralink’s first steps toward a scalable high-bandwidth BMI system. We have built arrays of small and flexible electrode “threads”, with as many as 3,072 electrodes per array distributed across 96 threads.

We demonstrate the rapid implantation of 96 polymer threads, each thread with 32 electrodes, in a (4 × 7) mm2 area of brain for a total of 3,072 electrodes.

Each system consists of a field-programmable gate array (FPGA); real-time temperature, accelerometer, and magnetometer sensors; and a single USB-C connector for full-bandwidth data transfer.

System B can record from all 3,072 channels simultaneously.

Data from a recent experiment using System A are shown in fig. 7 and fig. 8. In this experiment, 40 of 44 attempted insertions were successful (90 %) for a total of 1280 implanted electrodes, of which 1,020 were recorded simultaneously.

The broadband signals recorded from a representative thread show both local field and spiking activity.

On other System A arrays we observed 59.10 ± 5.74 % (mean ± s.e.m.) across 19 surgeries with a maximum spiking yield of 85.5 %.

We have implanted both systems A and B in male Long-Evans rats, as described in section 3.

All animal procedures were performed in accordance with the National Research Council’s Guide for the Care and Use of Laboratory Animals and were approved by the Neuralink Institutional Animal Care and Use Committee.

System A can record 1,344 out of 1,536 channels simultaneously, the exact channel configuration can be arbitrarily specified at the time of recording; system B can record from all 3,072 channels simultaneously.

System A can record 53.4 % of channels, with many spikes appearing on multiple neighboring channels, as has been observed in other high-density probes.

In this study, precise manual adjustments were made to avoid microvasculature on the cortical surface, slowing total insertion time from the fastest possible. Even with these adjustments, the total insertion time for this study averaged ∼45 min, for an approximate insertion rate of 29.6 electrodes per minute.

Our system has achieved a spiking yield of up to 85.5 % in chronically implanted electrodes."	2019.539689	2		
		1026			Mineault			10.1101/823377	2019-10-29	extracellular_electrophysiology	checked	Dimensionality, information and learning in prefrontal cortex	Learning leads to changes in population patterns of neural activity. In this study we wanted to examine how these changes in patterns of activity affect the dimensionality of neural responses and information about choices. We addressed these questions by carrying out high channel count recordings in dorsal-lateral prefrontal cortex (dlPFC; 768 electrodes) while monkeys performed a two-armed bandit reinforcement learning task. The high channel count recordings allowed us to study population coding while monkeys learned choices between actions or objects. We found that the dimensionality of neural population activity was higher across blocks in which animals learned the values of novel pairs of objects, than across blocks in which they learned the values of actions. The increase in dimensionality with learning in object blocks was related to less shared information across blocks, and therefore patterns of neural activity that were less similar, when compared to learning in action blocks. Furthermore, these differences emerged with learning, and were not a simple function of the choice of a visual image or action. Therefore, learning the values of novel objects increases the dimensionality of neural representations in dlPFC.	results	768	8	unknown		High channel count recordings using Utah arrays implanted in dorsal-lateral prefrontal cortex	The arrays recorded up to 1000 neurons simultaneously with yields of 585, 747, 677, 1026, 877, and 598 across 6 sessions.	['dorsal-lateral prefrontal cortex (dlPFC)']	FALSE	macaque		True	"We addressed these questions by carrying out high channel count recordings in dorsal-lateral prefrontal cortex (dlPFC; 768 electrodes) while monkeys performed a two-armed bandit reinforcement learning task.

The arrays allowed us to record up to 1000 neurons simultaneously (N = 585, 747, 677, 1026, 877, 598 in 6 analyzed sessions, 3 from each monkey).

While animals carried out the task we recorded neural activity using 8 Utah arrays implanted bilaterally in dorsal and ventral area 46 (dlPFC; Fig. 1D).

Two male monkeys (Macaca mulatta, W - 6.7kg, age 4.5yo, V - 7.3kg, age 5yo) were used as subjects in this study.

Recordings were made using the Grapevine System (Ripple, Salt Lake City, USA).

Data was collected in 6 recording sessions (3 sessions per animal).

Although measured neural responses in a population are high dimensional, recent work, has shown that task related neural activity is often low dimensional [2, 23, 24].

Our study shows that dimensionality of neural activity in dlPFC is a function of the actions and objects about which the animal is learning, and the learned values of those options.

Microelectrode arrays (BlackRock Microsystems, Salt Lake City, USA) were surgically implanted over the prefrontal cortex (PFC), surrounding the principal sulcus (Figure 1B). Four 96-electrode (10×10 layout) arrays were implanted on each hemisphere."	2019.824432	5		
		1400			Mineault			10.1101/2020.02.25.965210	2020-02-26	extracellular_electrophysiology	checked	Accurate localization of linear probe electrodes across multiple brains	Recently developed silicon probes have large numbers of recording electrodes on long linear shanks. Specifically, Neuropixels probes have 960 recording electrodes distributed over 9.6 mm shanks. Because of their length, Neuropixels probe recordings in rodents naturally span multiple brain areas. Typical studies collate recordings across several recording sessions and animals. Neurons recorded in different sessions and animals have to be aligned to each other and to a standardized brain coordinate system. Here we report a workflow for accurate localization of individual electrodes in standardized coordinates and aligned across individual brains. This workflow relies on imaging brains with fluorescent probe tracks and warping 3-dimensional image stacks to standardized brain atlases. Electrophysiological features are then used to anchor particular electrodes along the reconstructed tracks to specific locations in the brain atlas and therefore to specific brain structures. We performed ground-truth experiments, in which motor cortex outputs are labelled with ChR2 and a fluorescence protein. Recording from brain regions targeted by these outputs reveals better than 100 m accuracy for electrode localization.	methods	374	4	optogenetics	ChR2-eYFP in VGAT-ChR2-EYFP mouse line	Neuropixels probes with 960 electrodes, recording simultaneously with 374 channels, in head-fixed mice.	150-350 units per probe; up to 4 probes per session; maximum yield per session: 1400 units.	['multiple brain areas, unspecified']	FALSE	mouse	checked	False	"Recently developed silicon probes have large numbers of recording electrodes on long linear shanks. Specifically, Neuropixels probes have 960 recording electrodes distributed over 9.6 mm shanks.

Neuropixels recordings in rodents naturally span multiple brain areas.

Acute recordings were made with Neuropixels probes in behaving (Guo et al., 2014a; Inagaki et al., 2018) or untrained awake mice.

Up to four probes were inserted during each recording session lasting 30-90 minutes.

For the majority of recordings, we used VGAT-ChR2-EYFP mice (Jax 014548) (Zhao et al., 2011), which express ChR2-eYFP in a subset of GABAergic neurons (Figure 2A).

Recordings were made simultaneously with 374 electrodes per probe, spanning 3.84 mm of tissue (Jun et al., 2017a).

Typically 150-350 units (> 80 µV) were recorded across the brain by each probe (Figure 2B, C).

After the last recording session, the animals were perfused, and the brains were carefully extracted and post-fixed.

Electrophysiological recordings were made with Neuropixels probes (Phase 3A and B) in head-fixed mice performing an auditory delayed response task (Inagaki et al., 2018).

For the groundtruth experiments we stimulated ChR2-expressing neurons with a 473nm OBIS laser."	2020.152981	5		
		930			Mineault			10.1101/2021.01.22.427798	2021-01-24	extracellular_electrophysiology	checked	Single neuron firing cascades underlie global spontaneous brain events	The resting brain consumes enormous energy and shows highly organized spontaneous activity. To investigate how this activity is manifest among single neurons, we analyzed spiking discharges of [~]10,000 isolated cells recorded from multiple cortical and subcortical regions of the mouse brain during immobile rest. We found that firing of a significant proportion ([~]70%) of neurons conformed to a ubiquitous, temporally sequenced cascade of spiking that was synchronized with global events and elapsed over timescales of 5-10 seconds. Across the brain, two intermixed populations of neurons supported orthogonal cascades. The relative phases of these cascades determined, at each moment, the response magnitude evoked by an external visual stimulus. Furthermore, the spiking of individual neurons embedded in these cascades was time locked to physiological indicators of arousal, including local field potential (LFP) power, pupil diameter, and hippocampal ripples. These findings demonstrate that the large-scale coordination of low-frequency spontaneous activity, which is commonly observed in brain imaging and linked to arousal, sensory processing, and memory, is underpinned by sequential, large-scale temporal cascades of neuronal spiking across the brain.	results	6171	6	none		high-density extracellular electrophysiology probes used, specifically Neuropixels for simultaneous recordings across multiple regions.	Approximately 10,000 neurons recorded across 14 mice, with an average of 730 ± 178 neurons per mouse, from 44 brain regions.	['visual cortex', 'hippocampal formation', 'thalamus']	FALSE	mouse	checked	False	"We analyzed spiking discharges of ~10,000 isolated cells recorded from multiple cortical and subcortical regions of the mouse brain during immobile rest.

We analyzed neural activity, pupillary changes, and locomotor activity obtained from the Visual Coding – Neuropixels project of the Allen Brain Institute.

We focused on the spontaneous spiking activity of ~10,000 neurons from 44 brain regions of 14 mice (730 ± 178 neurons per mouse, mean±SD) sustained during periods of immobile rest.

The project used high-density extracellular electrophysiology probes to record spikes from a large population of neurons across a wide variety of brain areas in awake mice, including the visual cortex, hippocampal formation, and thalamus.

Running and eye-tracking data were simultaneously recorded with the neural signals. The multimodal data were recorded using two sets of stimulations in two groups of mice.

We focused on the “Functional Connectivity” stimulus set, which included a 30-minute “spontaneous” session without any visual stimulation.

We concentrated on the spontaneous spiking activity of ~10,000 neurons from 44 brain regions in 14 mice (730 ± 178 neurons per mouse, mean±SD) during immobile rest.

A band-pass filter (0.5-4 Hz) was first applied to the wide-band LFP signal of each cortical channel.

The spiking data of all neurons were then aligned and averaged according to these transition types.

The principal delays of all surveyed neurons were then pooled across all 14 mice and displayed using colors at their recording sites."	2021.064704	8		
		2460			Mineault			10.1101/2021.02.25.432776	2021-02-25	extracellular_electrophysiology	checked	Toroidal topology of population activity in grid cells	The medial entorhinal cortex (MEC) is part of a neural system for mapping a subjects position within a physical environment1,2. Grid cells, a key component of this system, fire in a characteristic hexagonal pattern of locations3, and are organized in modules4,5 which collectively form a population code for the animals allocentric position1,6-8. The invariance of the correlation structure of this population code across environments9,10 and behavioural states11,12, independently of specific sensory inputs, has pointed to intrinsic, recurrently connected continuous attractor networks (CANs) as a possible substrate of the grid pattern1,2,13-16. However, whether grid cell networks show continuous attractor dynamics, and how they interface with inputs from the environment, has remained elusive due to the small samples of cells obtained to date. Here we show, with simultaneous recordings from many hundreds of grid cells, and subsequent topological data analysis, that the joint activity of grid cells from an individual module resides on a toroidal manifold, as expected in a two-dimensional CAN. Positions on the torus correspond to the moving animals position in the environment. Individual cells are preferentially active at singular positions on the torus. Their positions are maintained, with minimal distortion, between environments and from wakefulness to sleep, as predicted by CAN models for grid cells but not by alternative feed-forward models where grid patterns are created from external inputs by Hebbian plasticity17-22. This demonstration of network dynamics on a toroidal manifold provides the first population-level visualization of CAN dynamics in grid cells.	results	thousands	4	unknown		Neuropixels silicon probes targeting the MEC/PaS region for recording extracellular spikes.	A total of 7,671 single units were recorded, with 546 to 2,460 units per recording session.	['medial entorhinal cortex', 'parasubiculum']	TRUE	rat	checked	True	"The data were collected from 3 experimentally naive male Long Evans rats (Rats Q, R, and S, 300 – 500 g at time of implantation).

...recordings from many hundreds of grid cells...

The animals were implanted with Neuropixels silicon probes targeting the MEC/PaS region.

We recorded extracellular spikes of a total of 7,671 single units in layers II and III of the MEC-parasubiculum region in freely moving rats with unilateral or bilateral implants (total of 4 recordings, in 2 rats with bilateral single-shank probes and 1 rat with a unilateral 4-shank probe, from 546 to 2,460 cells per recording).

During recordings, the animals were engaged in foraging behaviour in a square recording enclosure or on an elevated track...

We employed a novel approach for assigning module identity to co-recorded grid cells, by clustering the periodic spatial firing patterns of the cells in the open-field arena...

Each grid module cluster contained a mixture of nondirectional (pure) grid cells and conjunctive grid × direction cells.

To visually inspect the population activity structure of grid cells for signatures of toroidal topology, we constructed a 3-D embedding of the N-dimensional population activity of a module of N = 149 grid cells.

equipped with recently developed high-site-count Neuropixels silicon probes, which allow spike activity to be recorded simultaneously from thousands of cells in freely moving rats."	2021.152317	3		
		1000			Mineault			10.1101/2023.02.01.526664	2023-02-03	extracellular_electrophysiology	checked	Large-scale high-density brain-wide neural recording in nonhuman primates	High-density, integrated silicon electrodes have begun to transform systems neuroscience, by enabling large-scale neural population recordings with single cell resolution. Existing technologies, however, have provided limited functionality in nonhuman primate species such as macaques, which offer close models of human cognition and behavior. Here, we report the design, fabrication, and performance of Neuropixels 1.0-NHP, a high channel count linear electrode array designed to enable large-scale simultaneous recording in superficial and deep structures within the macaque or other large animal brain. These devices were fabricated in two versions: 4416 electrodes along a 45 mm shank, and 2496 along a 25 mm shank. For both versions, users can programmatically select 384 channels, enabling simultaneous multi-area recording with a single probe. We demonstrate recording from over 3000 single neurons within a session, and simultaneous recordings from over 1000 neurons using multiple probes. This technology represents a significant increase in recording access and scalability relative to existing technologies, and enables new classes of experiments involving fine-grained electrophysiological characterization of brain areas, functional connectivity between cells, and simultaneous brain-wide recording at scale.	methods	4416	6	unknown		High-density, high-channel count linear electrode array Neuropixels 1.0-NHP, with 4416 electrodes allowing programmable selection of 384 channels	Recorded over 3000 single neurons within a session and simultaneous recordings from over 1000 neurons using multiple probes. Probes have a capacity for 384 channels per session, allowing large-scale recording capabilities.	['visual cortex', 'motor system', 'inferotemporal cortex', 'posterior parietal cortex', 'GPi', 'SMA']	FALSE	macaque	checked	False	"Existing technologies, however, have provided limited functionality in nonhuman primate species such as macaques, which offer close models of human cognition and behavior.

Here, we report the design, fabrication, and performance of Neuropixels 1.0-NHP, a high channel count linear electrode array designed to enable large-scale simultaneous recording in superficial and deep structures within the macaque or other large animal brain.

The Neuropixels 1.0-NHP probe is manufactured in two variants: 1) 45 mm long x 125 µm wide x 90 µm thick, featuring 4416 electrodes comprising 11.5 banks of 384 channels each; and 2) 25 mm long, 125 µm wide, and 60 µm thick, featuring 2496 electrodes comprising 6.5 banks of 384 channels.

We demonstrate recording from over 3000 single neurons within a session, and simultaneous recordings from over 1000 neurons using multiple probes.

Animals: Two male adult rhesus monkeys (Macaca Mulatta, 11 and 16 kg), monkey T and monkey H, served as experimental subjects.

The large number of simultaneously recordable channels represents a transformative capability in itself. Large-scale recordings: A) permit rapid surveys and mapping of recorded brain regions...

For data reported here, we used the Neuropixels 1.0-NHP probe version with a 125 µm wide, 45 mm long shank, 4416 selectable electrodes or pixels.

During recordings, electrical measurements are referenced to either: 1) the large electrical reference point on the tip of the electrode, 2) an external electrical reference wire placed within the recording chamber, or 3) a stainless steel guide tube cannula.

In order to perform very deep recordings (e.g., 42 mm from the craniotomy), we lowered a cannula holder to touch or gently push the dura.

Neuropixels 1.0-NHP, the engineering challenges surmounted in fabrication, and illustrate the ability to address a range of novel experimental use cases for neuroscientific data collection in large animal models.

The recording was acute, rather than chronic, as the probe base contains active electronics, and is not designed for implantation under dura.

This technology enables large-scale recordings from populations of hundreds of neurons from deep structures in brain areas that are inaccessible using alternative technologies.

Collectively, the capabilities enabled by the Neuropixels 1.0-NHP probe make new classes of experiments feasible, in addition to dramatically reducing the challenge of recording neural data. This is particularly true for a range of deeper brain regions known to be important for motor control...

We developed an insertion system capable of simultaneous insertion of multiple Neuropixels 1.0-NHP probes to superficial and deep structures of rhesus macaques."	2023.090755	9		
		1100			Mineault			10.1101/2023.02.08.527772	2023-02-12	extracellular_electrophysiology	checked	Multiplexed Subspaces Route Neural Activity Across Brain-wide Networks	Cognition is flexible. Behaviors can change on a moment-by-moment basis. Such flexibility is thought to rely on the brains ability to route information through different networks of brain regions in order to support different cognitive computations. However, the mechanisms that determine which network of brain regions is engaged are unknown. To address this, we combined cortex-wide calcium imaging with high-density electrophysiological recordings in eight cortical and subcortical regions of mice. Different dimensions within the population activity of each brain region were functionally connected with different cortex-wide  subspace networks of regions. These subspace networks were multiplexed, allowing a brain region to simultaneously interact with multiple independent, yet overlapping, networks. Alignment of neural activity within a region to a specific subspace network dimension predicted how neural activity propagated between regions. Thus, changing the geometry of the neural representation within a brain region could be a mechanism to selectively engage different brain-wide networks to support cognitive flexibility.	results	variable	4	unknown	GCaMP6f (Thy1 promoter)	Neuropixels probes for multi-region electrophysiology, coupled with GCaMP6f calcium imaging	Recordings of over 6500 neurons encompassing HPC, TH, PL, FMR, RSP, VIS, SS, WHS, over 6 sessions in 3 animals	['hippocampus', 'thalamus', 'prelimbic cortex', 'frontal motor regions', 'retrosplenial cortex', 'visual cortex', 'somatosensory cortex', 'whisker cortex']	TRUE	mouse	checked	False	"To address this, we combined cortex-wide calcium imaging with high-density electrophysiological recordings in eight cortical and subcortical regions of mice.

Using four Neuropixels probes19, we recorded neural activity in eight cortical and subcortical brain regions simultaneously (Fig. 1a-d; see methods).

Overall, >6,500 neurons were recorded in hippocampus (HPC), thalamus (TH), prelimbic cortex (PL), frontal motor regions (FMR), retrosplenial cortex (RSP), visual-associated cortex (VIS), primary somatosensory cortex (SS), and whisker somatosensory cortex (WHS; see methods for detailed parcellation).

Experiments were performed on three adult (>8 weeks old) male (N=2) and female (N=1) mice expressing GCaMP6f in cortical excitatory neurons (Thy1-GCaMP6f line34).

Neuropixel recordings and imaging were aligned to the exposure out signal of the CMOS camera (captured on a NIDAQ PXIe-8381 in SpikeGLX; aligned with TPrime v1.6 available from https://billkarsh.github.io/SpikeGLX/#tprime).

Recordings were 90 minutes in length. Data was acquired using SpikeGLX (v3.0 available from https://billkarsh.github.io/SpikeGLX/), with tip reference mode and high-pass filtered at 300Hz.

All recordings were done while mice spontaneously engaged in different behaviors, ensuring a wide variety of cortex-wide neural dynamics4,6 (Fig. S1).

After collection, data was re-referenced by subtracting the global average across all channels using CatGT (v2), and spike-sorted using Kilosort41 (v2.5).

Approximately 2 weeks after recording was completed, animals were transcardially perfused and their brains fixed (24-48hrs in 4%PFA) and cryopreserved (30% Sucrose).

Spiking activity was binned to 133ms windows, and the evoked response was removed (see methods)."	2023.115396	7		
		1821			Mineault			10.1101/2023.11.12.566771	2023-11-14	extracellular_electrophysiology	checked	SHIELD: Skull-shaped hemispheric implants enabling large-scale-electrophysiology datasets in the mouse brain	To understand the neural basis of behavior, it is essential to measure spiking dynamics across many interacting brain regions. While new technologies, such as Neuropixels probes, facilitate multi-regional recordings, significant surgical and procedural hurdles remain for these experiments to achieve their full potential. Here, we describe a novel 3D-printed cranial-replacement implant (SHIELD) enabling electrophysiological recordings from distributed areas of the mouse brain. This skull-shaped implant is designed with customizable insertion holes, allowing dozens of cortical and subcortical structures to be recorded in a single mouse using repeated multi-probe insertions over many days. We demonstrate the procedures high success rate, biocompatibility, lack of adverse effects on behavior, and compatibility with imaging and optogenetics. To showcase the scientific utility of the SHIELD implant, we use multi-probe recordings to reveal novel insights into how alpha rhythms organize spiking activity across visual and sensorimotor networks. Overall, this method enables powerful large-scale electrophysiological measurements for the study of distributed brain computation.	methods	383	6	optogenetics		Neuropixels probes with SHIELD cranial implant for large-scale distributed recordings.	Recorded over 1,800 units on average per session using 6 probes in different brain areas, with multi-day recording capacity.	['cortical', 'subcortical']	FALSE	mouse	checked	False	"The skull-shaped implant is designed with customizable insertion holes, allowing targeting of dozens of cortical and subcortical structures in single mice.

Multi-Neuropixels recordings have been used in mice to simultaneously record from 2-8 independently inserted probes.

In a typical 6 probe experimental session, we recorded activity from over 1,800 units spanning ~25 brain areas (1821 ± 341.9 units; 28.1 ± 5.1 areas, mean ± std).

Multi-day recordings from the same mouse provide powerful internal control data collected from a variety of brain regions.

Our approach was inspired by prior methods in which a large fraction of the mouse skull is replaced with a window or surrogate skull for optical imaging.

The preparation allows for sequential multi-day recordings with many flexible probe insertions in a single mouse.

It will also be important to measure how activity dynamics in the brain change over the course of days, weeks, and months.

To support this, the same general approach we describe can be extended by modifying the cranial implant to extend over the right hemisphere.

In our experiments (Figures 5 and 6), we made recordings from behaving mice on four successive days.

We describe a workflow wherein a wide range of target brain locations can be accessed for silicon probe recordings via a 3D-printed skull implant."	2023.86832	5		
		1176			Mineault			10.1101/2023.12.22.572441	2023-12-23	extracellular_electrophysiology	checked	Large scale, simultaneous, chronic neural recordings from multiple brain areas	"Understanding how brain activity is related to animal behavior requires measuring multi-area interactions on multiple timescales. However, methods to perform chronic, simultaneous recordings of neural activity from many brain areas are lacking.

Here, we introduce a novel approach for independent chronic probe implantation that enables flexible, simultaneous interrogation of neural activity from many brain regions during head restrained or freely moving behavior. The approach, that we called indie (independent dovetail implants for electrophysiology), enables repeated retrieval and reimplantation of probes. The chronic implantation approach can be combined with other modalities such as skull clearing for cortex wide access and optogenetics with optic fibers. Using this approach, we implanted 6 probes chronically in one hemisphere of the mouse brain.

The implant is lightweight, allows flexible targeting with different angles, and offers enhanced stability. Our approach broadens the applications of chronic recording while retaining its main advantages over acute recordings (superior stability, longitudinal monitoring of activity and freely moving interrogations) and provides an appealing venue to study processes not accessible by acute methods, such as the neural substrate of learning across multiple areas."	methods	2304	6	optogenetics	unknown	Neuropixels probes with chronic implantation in mouse brain for multi-area neural recordings.	Simultaneously recorded 1176 single units and 4030 multi-units across 6 target structures in a chronic setup.	['cortex', 'thalamus']	FALSE	mouse	checked	True	"species:

technology:

probes:

recording type:

neurons recorded:

additional details:

additional details:

stimulation:"	2023.975099	7		
